hostsp,hostid,AA,drift,driftadj,diff,finalvalue,samplestd,date_collected,year,lag0_temp,lag1_temp,lag2_temp,lag3_temp,lag12_temp,decade,tl,sl,location,lat,long,comments
herring,005105-2_35,ile,NA,NA,NA,NA,0.443820159,2-Sep-35,1935,10.7,10.5,10.5,10.1,10.7,1930,104,85,"Island Utsalady Beach, Camano Is.",48.25888483,-122.485225,
herring,005105-2_35,nle,NA,NA,NA,NA,0.863611217,2-Sep-35,1935,10.7,10.5,10.5,10.1,10.7,1930,104,85,"Island Utsalady Beach, Camano Is.",48.25888483,-122.485225,
herring,005105-2_35,thr,NA,NA,NA,NA,0.98754848,2-Sep-35,1935,10.7,10.5,10.5,10.1,10.7,1930,104,85,"Island Utsalady Beach, Camano Is.",48.25888483,-122.485225,
herring,005105-2_35,asp,NA,NA,NA,NA,0.781693034,2-Sep-35,1935,10.7,10.5,10.5,10.1,10.7,1930,104,85,"Island Utsalady Beach, Camano Is.",48.25888483,-122.485225,
herring,005105-2_35,ser,NA,NA,NA,NA,0.966056589,2-Sep-35,1935,10.7,10.5,10.5,10.1,10.7,1930,104,85,"Island Utsalady Beach, Camano Is.",48.25888483,-122.485225,
herring,004669-1_38,glu,-0.393828767,24.57249543,0.52775,24.04474543,0.580293317,16-Oct-38,1938,9.9,11,11.9,12.7,9.9,1930,102,88,Pierce Tacoma Smelter,47.28910758,-122.453718,
herring,004669-1_38,phe,-0.050753425,6.995086758,0.528,6.467086758,0.842796733,16-Oct-38,1938,9.9,11,11.9,12.7,9.9,1930,102,88,Pierce Tacoma Smelter,47.28910758,-122.453718,
herring,004669-1_38,ala,NA,NA,NA,NA,0.308433137,16-Oct-38,1938,9.9,11,11.9,12.7,9.9,1930,102,88,Pierce Tacoma Smelter,47.28910758,-122.453718,
herring,004669-1_38,val,NA,NA,NA,NA,0.352847465,16-Oct-38,1938,9.9,11,11.9,12.7,9.9,1930,102,88,Pierce Tacoma Smelter,47.28910758,-122.453718,
herring,004669-1_38,leu,NA,NA,NA,NA,0.448994803,16-Oct-38,1938,9.9,11,11.9,12.7,9.9,1930,102,88,Pierce Tacoma Smelter,47.28910758,-122.453718,
herring,004669-1_38,ile,NA,NA,NA,NA,0.46517846,16-Oct-38,1938,9.9,11,11.9,12.7,9.9,1930,102,88,Pierce Tacoma Smelter,47.28910758,-122.453718,
herring,004669-1_38,nle,NA,NA,NA,NA,1.127259657,16-Oct-38,1938,9.9,11,11.9,12.7,9.9,1930,102,88,Pierce Tacoma Smelter,47.28910758,-122.453718,
herring,004669-1_38,thr,NA,NA,NA,NA,0.953189033,16-Oct-38,1938,9.9,11,11.9,12.7,9.9,1930,102,88,Pierce Tacoma Smelter,47.28910758,-122.453718,
herring,004669-1_38,asp,NA,NA,NA,NA,2.240801047,16-Oct-38,1938,9.9,11,11.9,12.7,9.9,1930,102,88,Pierce Tacoma Smelter,47.28910758,-122.453718,
herring,004669-1_38,ser,NA,NA,NA,NA,0.703295339,16-Oct-38,1938,9.9,11,11.9,12.7,9.9,1930,102,88,Pierce Tacoma Smelter,47.28910758,-122.453718,
herring,014963-1_39,glu,-0.484712329,24.52604566,0.52775,23.99829566,0.178724182,17-Feb-39,1939,6.6,7.4,7.5,8.6,7.2,1930,118,94,King Seattle,,,
herring,014963-1_39,phe,-0.062465753,6.472799087,0.528,5.944799087,0.356573041,17-Feb-39,1939,6.6,7.4,7.5,8.6,7.2,1930,118,94,King Seattle,,,
herring,014963-1_39,ala,NA,NA,NA,NA,0.417521257,17-Feb-39,1939,6.6,7.4,7.5,8.6,7.2,1930,118,94,King Seattle,,,
herring,014963-1_39,val,NA,NA,NA,NA,2.240022396,17-Feb-39,1939,6.6,7.4,7.5,8.6,7.2,1930,118,94,King Seattle,,,
herring,014963-1_39,leu,NA,NA,NA,NA,0.19048097,17-Feb-39,1939,6.6,7.4,7.5,8.6,7.2,1930,118,94,King Seattle,,,
herring,014963-1_39,ile,NA,NA,NA,NA,0.275238684,17-Feb-39,1939,6.6,7.4,7.5,8.6,7.2,1930,118,94,King Seattle,,,
herring,014963-1_39,nle,NA,NA,NA,NA,0.39918208,17-Feb-39,1939,6.6,7.4,7.5,8.6,7.2,1930,118,94,King Seattle,,,
herring,014963-1_39,thr,NA,NA,NA,NA,NA,17-Feb-39,1939,6.6,7.4,7.5,8.6,7.2,1930,118,94,King Seattle,,,
herring,014963-1_39,asp,NA,NA,NA,NA,0.59414841,17-Feb-39,1939,6.6,7.4,7.5,8.6,7.2,1930,118,94,King Seattle,,,
herring,014963-1_39,ser,NA,NA,NA,NA,0.642419126,17-Feb-39,1939,6.6,7.4,7.5,8.6,7.2,1930,118,94,King Seattle,,,
herring,005470-1_46,glu,-0.181767123,25.43476712,0.52775,24.90701712,0.124060469,6-Dec-46,1946,7.7,8.1,9.4,10.3,8.1,1940,105,86,Snohomish Edmonds Beach,47.79898,-122.436,
herring,005470-1_46,phe,-0.023424658,8.078091324,0.528,7.550091324,0.825088076,6-Dec-46,1946,7.7,8.1,9.4,10.3,8.1,1940,105,86,Snohomish Edmonds Beach,47.79898,-122.436,
herring,005470-1_46,ala,NA,NA,NA,NA,0.263848441,6-Dec-46,1946,7.7,8.1,9.4,10.3,8.1,1940,105,86,Snohomish Edmonds Beach,47.79898,-122.436,
herring,005470-1_46,val,NA,NA,NA,NA,1.006225786,6-Dec-46,1946,7.7,8.1,9.4,10.3,8.1,1940,105,86,Snohomish Edmonds Beach,47.79898,-122.436,
herring,005470-1_46,leu,NA,NA,NA,NA,0.092714616,6-Dec-46,1946,7.7,8.1,9.4,10.3,8.1,1940,105,86,Snohomish Edmonds Beach,47.79898,-122.436,
herring,005470-1_46,ile,NA,NA,NA,NA,0.320344086,6-Dec-46,1946,7.7,8.1,9.4,10.3,8.1,1940,105,86,Snohomish Edmonds Beach,47.79898,-122.436,
herring,005470-1_46,nle,NA,NA,NA,NA,0.371422042,6-Dec-46,1946,7.7,8.1,9.4,10.3,8.1,1940,105,86,Snohomish Edmonds Beach,47.79898,-122.436,
herring,005470-1_46,thr,NA,NA,NA,NA,0.531701357,6-Dec-46,1946,7.7,8.1,9.4,10.3,8.1,1940,105,86,Snohomish Edmonds Beach,47.79898,-122.436,
herring,005470-1_46,asp,NA,NA,NA,NA,0.1272491,6-Dec-46,1946,7.7,8.1,9.4,10.3,8.1,1940,105,86,Snohomish Edmonds Beach,47.79898,-122.436,
herring,005470-1_46,ser,NA,NA,NA,NA,0.986461521,6-Dec-46,1946,7.7,8.1,9.4,10.3,8.1,1940,105,86,Snohomish Edmonds Beach,47.79898,-122.436,
herring,015670-1_52,glu,0.511867779,24.17413222,0.8265,23.34763222,0.065886266,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,164,135,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-1_52,phe,0.463401797,5.261264869,1.228666667,4.032598203,0.61522462,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,164,135,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-1_52,ala,NA,NA,NA,NA,0.389697746,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,164,135,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-1_52,val,NA,NA,NA,NA,0.687070108,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,164,135,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-1_52,leu,NA,NA,NA,NA,0.100724045,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,164,135,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-1_52,ile,NA,NA,NA,NA,0.323135163,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,164,135,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-1_52,nle,NA,NA,NA,NA,0.552606852,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,164,135,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-1_52,thr,NA,NA,NA,NA,0.148462116,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,164,135,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-1_52,asp,NA,NA,NA,NA,1.621331038,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,164,135,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-1_52,ser,NA,NA,NA,NA,0.363744874,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,164,135,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-5_52,glu,0.341245186,24.47608815,0.8265,23.64958815,0.279106312,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,167,135,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-5_52,phe,0.308934531,6.040732135,1.228666667,4.812065469,0.225788249,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,167,135,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-5_52,ala,NA,NA,NA,NA,0.03,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,167,135,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-5_52,val,NA,NA,NA,NA,0.196641806,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,167,135,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-5_52,leu,NA,NA,NA,NA,0.318956632,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,167,135,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-5_52,ile,NA,NA,NA,NA,0.350671261,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,167,135,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-5_52,nle,NA,NA,NA,NA,0.252483663,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,167,135,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-5_52,thr,NA,NA,NA,NA,0.241348987,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,167,135,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-5_52,asp,NA,NA,NA,NA,0.460100351,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,167,135,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-5_52,ser,NA,NA,NA,NA,1.055605513,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,167,135,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-6_52,glu,1.137483954,23.20451605,0.8265,22.37801605,0.342982507,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,155,122,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-6_52,phe,1.029781772,8.103884895,1.228666667,6.875218228,0.360915964,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,155,122,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-6_52,ala,NA,NA,NA,NA,0.505502061,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,155,122,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-6_52,val,NA,NA,NA,NA,0.137438471,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,155,122,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-6_52,leu,NA,NA,NA,NA,0.405592571,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,155,122,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-6_52,ile,NA,NA,NA,NA,0.114093529,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,155,122,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-6_52,nle,NA,NA,NA,NA,0.08122397,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,155,122,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-6_52,thr,NA,NA,NA,NA,0.17067806,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,155,122,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-6_52,asp,NA,NA,NA,NA,0.776165575,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,155,122,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-6_52,ser,NA,NA,NA,NA,2.342021847,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,155,122,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-2_52,glu,-1.349763158,25.31842982,0.278333333,25.04009649,0.05688878,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,187,156,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-2_52,phe,-1.352368421,7.065701754,0.319,6.746701754,0.108149588,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,187,156,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-2_52,ala,NA,NA,NA,NA,0.028,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,187,156,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-2_52,val,NA,NA,NA,NA,0.056665686,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,187,156,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-2_52,leu,NA,NA,NA,NA,0.38111197,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,187,156,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-2_52,ile,NA,NA,NA,NA,0.207164991,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,187,156,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-2_52,nle,NA,NA,NA,NA,0.100254676,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,187,156,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-2_52,thr,NA,NA,NA,NA,0.24567933,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,187,156,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-2_52,asp,NA,NA,NA,NA,0.486929495,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,187,156,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-2_52,ser,NA,NA,NA,NA,0.761484734,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,187,156,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-3_52,glu,-0.899842105,25.71450877,0.278333333,25.43617544,0.251778342,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,180,146,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-3_52,phe,-0.901578947,7.483245614,0.319,7.164245614,0.266102111,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,180,146,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-3_52,ala,NA,NA,NA,NA,0.10400641,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,180,146,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-3_52,val,NA,NA,NA,NA,0.090362234,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,180,146,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-3_52,leu,NA,NA,NA,NA,0.253749877,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,180,146,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-3_52,ile,NA,NA,NA,NA,0.478912309,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,180,146,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-3_52,nle,NA,NA,NA,NA,0.322043993,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,180,146,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-3_52,thr,NA,NA,NA,NA,0.596262806,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,180,146,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-3_52,asp,NA,NA,NA,NA,0.187897135,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,180,146,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,015670-3_52,ser,NA,NA,NA,NA,0.08212389,1-Oct-52,1952,9.8,10.2,10.5,10.4,9.5,1950,180,146,"Clallam, Neah Bay",48.37320783,-124.606841,
herring,017061-1_63,ala,-0.484106195,22.46243953,-0.6878,23.15023953,0.20378011,20-Jun-63,1963,10.2,9.6,8.5,7.8,10,1960,132,111,Washington San Juan Is at East Sound 11-20 fm,48.54748,-122.9941,
herring,017061-1_63,val,-0.471566372,24.13856637,-0.0044,24.14296637,0.306004902,20-Jun-63,1963,10.2,9.6,8.5,7.8,10,1960,132,111,Washington San Juan Is at East Sound 11-20 fm,48.54748,-122.9941,
herring,017061-1_63,leu,-0.842526549,21.78752655,-0.3902,22.17772655,0.252552965,20-Jun-63,1963,10.2,9.6,8.5,7.8,10,1960,132,111,Washington San Juan Is at East Sound 11-20 fm,48.54748,-122.9941,
herring,017061-1_63,ile,0.732141593,21.81985841,1.1276,20.69225841,0.256023436,20-Jun-63,1963,10.2,9.6,8.5,7.8,10,1960,132,111,Washington San Juan Is at East Sound 11-20 fm,48.54748,-122.9941,
herring,017061-1_63,nle,-1.722557522,16.04122419,-2.3348,18.37602419,0.152582218,20-Jun-63,1963,10.2,9.6,8.5,7.8,10,1960,132,111,Washington San Juan Is at East Sound 11-20 fm,48.54748,-122.9941,
herring,017061-1_63,thr,0.095141593,-10.38014159,-1.7628,-8.617341593,0.836792089,20-Jun-63,1963,10.2,9.6,8.5,7.8,10,1960,132,111,Washington San Juan Is at East Sound 11-20 fm,48.54748,-122.9941,
herring,017061-1_63,asp,1.504721239,15.23394543,-0.06,15.29394543,0.814378495,20-Jun-63,1963,10.2,9.6,8.5,7.8,10,1960,132,111,Washington San Juan Is at East Sound 11-20 fm,48.54748,-122.9941,
herring,017061-1_63,ser,-1.214982301,10.0359823,-1.8142,11.8501823,0.927426008,20-Jun-63,1963,10.2,9.6,8.5,7.8,10,1960,132,111,Washington San Juan Is at East Sound 11-20 fm,48.54748,-122.9941,
herring,017061-1_63,glu,-1.035858407,23.37719174,0.2846,23.09259174,0.141153581,20-Jun-63,1963,10.2,9.6,8.5,7.8,10,1960,132,111,Washington San Juan Is at East Sound 11-20 fm,48.54748,-122.9941,
herring,017061-1_63,phe,-1.167814159,7.289814159,0.3358,6.954014159,0.640681668,20-Jun-63,1963,10.2,9.6,8.5,7.8,10,1960,132,111,Washington San Juan Is at East Sound 11-20 fm,48.54748,-122.9941,
herring,15-495-01_63,glu,0.909987163,22.2296795,0.8265,21.4031795,0.21556051,15-Jul-63,1963,10.5,10.2,9.6,8.5,10.4,1960,105,90,"San Juan Island, Argyle Bay 48¡31.1'N 123¡00.9'W",48.31,-123,ISOPROP!
herring,15-495-01_63,phe,0.823825417,6.511174583,1.228666667,5.282507916,0.311903831,15-Jul-63,1963,10.5,10.2,9.6,8.5,10.4,1960,105,90,"San Juan Island, Argyle Bay 48¡31.1'N 123¡00.9'W",48.31,-123,
herring,15-495-01_63,ala,NA,NA,NA,NA,0.096,15-Jul-63,1963,10.5,10.2,9.6,8.5,10.4,1960,105,90,"San Juan Island, Argyle Bay 48¡31.1'N 123¡00.9'W",48.31,-123,
herring,15-495-01_63,val,NA,NA,NA,NA,0.105399241,15-Jul-63,1963,10.5,10.2,9.6,8.5,10.4,1960,105,90,"San Juan Island, Argyle Bay 48¡31.1'N 123¡00.9'W",48.31,-123,
herring,15-495-01_63,leu,NA,NA,NA,NA,0.827757412,15-Jul-63,1963,10.5,10.2,9.6,8.5,10.4,1960,105,90,"San Juan Island, Argyle Bay 48¡31.1'N 123¡00.9'W",48.31,-123,
herring,15-495-01_63,ile,NA,NA,NA,NA,0.225585904,15-Jul-63,1963,10.5,10.2,9.6,8.5,10.4,1960,105,90,"San Juan Island, Argyle Bay 48¡31.1'N 123¡00.9'W",48.31,-123,
herring,15-495-01_63,nle,NA,NA,NA,NA,0.38611052,15-Jul-63,1963,10.5,10.2,9.6,8.5,10.4,1960,105,90,"San Juan Island, Argyle Bay 48¡31.1'N 123¡00.9'W",48.31,-123,
herring,15-495-01_63,thr,NA,NA,NA,NA,0.689330835,15-Jul-63,1963,10.5,10.2,9.6,8.5,10.4,1960,105,90,"San Juan Island, Argyle Bay 48¡31.1'N 123¡00.9'W",48.31,-123,
herring,15-495-01_63,asp,NA,NA,NA,NA,2.020556689,15-Jul-63,1963,10.5,10.2,9.6,8.5,10.4,1960,105,90,"San Juan Island, Argyle Bay 48¡31.1'N 123¡00.9'W",48.31,-123,
herring,15-495-01_63,ser,NA,NA,NA,NA,2.452765446,15-Jul-63,1963,10.5,10.2,9.6,8.5,10.4,1960,105,90,"San Juan Island, Argyle Bay 48¡31.1'N 123¡00.9'W",48.31,-123,
herring,017127-1_63,glu,0.73936457,24.20763543,0.8265,23.38113543,0.731143625,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,133,115,Washington San Juan Island; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-1_63,phe,0.669358151,5.974641849,1.228666667,4.745975182,0.905801855,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,133,115,Washington San Juan Island; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-1_63,ala,NA,NA,NA,NA,0.493704703,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,133,115,Washington San Juan Island; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-1_63,val,NA,NA,NA,NA,0.454799223,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,133,115,Washington San Juan Island; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-1_63,leu,NA,NA,NA,NA,0.378618982,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,133,115,Washington San Juan Island; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-1_63,ile,NA,NA,NA,NA,0.568683568,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,133,115,Washington San Juan Island; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-1_63,nle,NA,NA,NA,NA,0.330500126,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,133,115,Washington San Juan Island; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-1_63,thr,NA,NA,NA,NA,1.19706182,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,133,115,Washington San Juan Island; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-1_63,asp,NA,NA,NA,NA,0.631002377,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,133,115,Washington San Juan Island; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-1_63,ser,NA,NA,NA,NA,1.295493857,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,133,115,Washington San Juan Island; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-2_63,glu,-1.949657895,27.12932456,0.278333333,26.85099123,0.042193996,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,158,132,Washington San Juan Islands; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-2_63,phe,-1.953421053,6.576421053,0.319,6.257421053,0.315662795,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,158,132,Washington San Juan Islands; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-2_63,ala,NA,NA,NA,NA,0.375538724,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,158,132,Washington San Juan Islands; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-2_63,val,NA,NA,NA,NA,2.189004873,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,158,132,Washington San Juan Islands; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-2_63,leu,NA,NA,NA,NA,0.32052925,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,158,132,Washington San Juan Islands; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-2_63,ile,NA,NA,NA,NA,0.131001272,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,158,132,Washington San Juan Islands; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-2_63,nle,NA,NA,NA,NA,3.760286026,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,158,132,Washington San Juan Islands; East Sound near Orcas Island,48.6330603,-122.87028,
