hostsp,hostid,AA,drift,driftadj,diff,finalvalue,samplestd,date_collected,year,lag0_temp,lag1_temp,lag2_temp,lag3_temp,lag12_temp,decade,tl,sl,location,lat,long,comments
hake,045241-3_86,asp,1.173889602,15.43577706,1.7315,13.70427706,0.36166467,21-Oct-86,1986,9.8,10.8,11.8,10.9,9.6,1980,178,152,"Kitsap Puget Sound, Dabob Bay, 47.8000, -122.8000 25-0m",47.8,-122.8,
hake,045241-3_86,ser,-2.752682927,14.36034959,-1.744166667,16.10451626,1.263117704,21-Oct-86,1986,9.8,10.8,11.8,10.9,9.6,1980,178,152,"Kitsap Puget Sound, Dabob Bay, 47.8000, -122.8000 25-0m",47.8,-122.8,
hake,045241-3_86,glu,0.780077022,21.92458964,0.652333333,21.27225631,1.137404648,21-Oct-86,1986,9.8,10.8,11.8,10.9,9.6,1980,178,152,"Kitsap Puget Sound, Dabob Bay, 47.8000, -122.8000 25-0m",47.8,-122.8,
hake,045241-3_86,phe,0.47804878,6.113284553,0.277,5.836284553,2.553041781,21-Oct-86,1986,9.8,10.8,11.8,10.9,9.6,1980,178,152,"Kitsap Puget Sound, Dabob Bay, 47.8000, -122.8000 25-0m",47.8,-122.8,
hake,045123-4_85,ala,1.523815148,21.58751819,0.5255,21.06201819,0.30294609,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,202,178,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-4_85,val,0.828523748,19.15447625,0.677833333,18.47664292,0.179418505,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,202,178,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-4_85,leu,1.161766367,20.1889003,0.91,19.2789003,0.103886156,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,202,178,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-4_85,ile,0.567774069,20.5998926,1.941333333,18.65855926,0.318385511,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,202,178,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-4_85,nle,-0.707738126,16.78740479,-1.474,18.26140479,0.663130706,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,202,178,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-4_85,pro,0.801473684,25.70685965,4.386166667,21.32069298,0.282661163,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,202,178,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-4_85,thr,1.177047497,-10.3510475,-0.473666667,-9.87738083,0.197410739,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,202,178,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-4_85,asp,1.734623877,15.91004279,1.422666667,14.48737612,0.36192863,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,202,178,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-4_85,ser,-0.776503209,2.246169876,-1.655,3.901169876,11.42627692,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,202,178,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-4_85,glu,1.1523543,22.29131237,1.2735,21.01781237,0.142113804,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,202,178,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-4_85,phe,1.016195122,6.320471545,1.185666667,5.134804878,1.575280716,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,202,178,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-1_85,ala,1.465513479,19.31348652,0.242833333,19.07065319,NA,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,218,192,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-1_85,val,1.719455712,20.88154429,1.195,19.68654429,0.323556796,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,218,192,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-1_85,leu,1.824842105,17.32315789,0.651166667,16.67199123,0.12801953,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,218,192,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-1_85,ile,1.233889602,19.0041104,1.876166667,17.12794373,0.289943098,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,218,192,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-1_85,nle,0.008688062,12.86464527,-1.2085,14.07314527,2.341225605,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,218,192,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-1_85,thr,1.229145058,-10.45247839,-0.599,-9.853478391,0.190426714,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,218,192,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-1_85,asp,2.654747112,14.29125289,1.625166667,12.66608622,0.818711182,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,218,192,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-1_85,ser,-0.510706033,10.85703937,-2.000166667,12.85720603,1.029700118,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,218,192,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-1_85,glu,1.565165597,21.0908344,1.535666667,19.55516774,1.207049709,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,218,192,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-1_85,phe,1.551116816,7.049883184,1.261666667,5.788216517,2.518616287,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,218,192,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-5_85,ala,-0.007964602,20.14263127,-0.1938,20.33643127,0.654153142,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,197,173,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-5_85,val,-0.549929204,20.6189292,-0.1462,20.7651292,0.597873732,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,197,173,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-5_85,leu,-1.011743363,18.1090767,-1.155,19.2640767,0.328986829,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,197,173,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-5_85,ile,-0.278150442,20.02281711,1.1568,18.86601711,0.453548601,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,197,173,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-5_85,nle,-1.288061947,16.16539528,-1.7092,17.87459528,0.213731919,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,197,173,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-5_85,pro,-0.488707965,20.90537463,2.0292,18.87617463,1.315234326,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,197,173,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-5_85,thr,-0.306663717,-6.02200295,-1.417,-4.60500295,0.912781646,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,197,173,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-5_85,asp,0.622564647,13.12343535,2.749166667,10.37426869,1.147339967,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,197,173,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-5_85,ser,-1.877681416,17.05868142,-0.9082,17.96688142,2.924315817,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,197,173,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-5_85,glu,-0.652699115,20.78869912,-0.061,20.84969912,0.102532922,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,197,173,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-5_85,phe,-0.640141593,7.106141593,-0.3232,7.429341593,0.209866624,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,197,173,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-3_85,ala,-0.099881709,20.70821504,0.9236,19.78461504,0.314302932,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,175,156,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-3_85,val,-0.272493582,18.93449358,0.962833333,17.97166025,0.04384062,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,175,156,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-3_85,leu,0.280379974,19.24962003,1.1045,18.14512003,0.437977168,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,175,156,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-3_85,glu,0.030233633,22.89643303,1.358666667,21.53776637,1.131693569,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,175,156,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-2_85,ala,-0.159527599,21.02686093,0.348166667,20.67869427,0.493532505,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,185,159,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-2_85,val,-0.238274711,18.69194138,0.554833333,18.13710804,2.382786674,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,185,159,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-2_85,ile,1.330690629,17.1526427,3.054666667,14.09797604,0.454445083,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,185,159,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-2_85,nle,-2.807065469,24.15473214,-2.7135,26.86823214,0.293000569,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,185,159,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-2_85,pro,1.284765083,22.61090158,5.646,16.96490158,0.851987285,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,185,159,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-2_85,thr,1.059614891,-10.98828156,-0.678,-10.31028156,0.124033598,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,185,159,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-2_85,asp,2.463301669,13.057365,2.364333333,10.69303166,0.925451421,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,185,159,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-2_85,ser,-2.029227214,11.85856055,-1.288666667,13.14722721,0.319456309,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,185,159,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-2_85,glu,-0.599476252,22.94847625,0.9675,21.98097625,0.323510433,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,185,159,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045123-2_85,phe,-0.555994865,5.084994865,0.902333333,4.182661532,0.612769941,20-Jun-85,1985,10.6,9.6,8.2,7.2,10.3,1980,185,159,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-1_87,ala,1.954017972,20.96898203,0.242833333,20.72614869,0.334879083,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,184,155,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-1_87,val,2.149319641,20.37834703,1.195,19.18334703,0.431895049,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,184,155,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-1_87,leu,2.281052632,18.13294737,0.651166667,17.4817807,0.564277414,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,184,155,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-1_87,ile,1.542362003,19.66930466,1.876166667,17.793138,0.187854554,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,184,155,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-1_87,nle,0.010860077,14.97647326,-1.2085,16.18497326,0.338370113,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,184,155,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-1_87,pro,2.213889602,21.7731104,3.758166667,18.01494373,1.60834791,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,184,155,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-1_87,thr,1.536431322,-10.22343132,-0.599,-9.624431322,0.833586828,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,184,155,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-1_87,asp,3.31843389,12.90756611,1.625166667,11.28239944,0.297309603,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,184,155,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-1_87,ser,-0.638382542,11.33638254,-2.000166667,13.33654921,2.179681399,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,184,155,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-1_87,glu,1.956456996,22.850543,1.535666667,21.31487634,0.548724886,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,184,155,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-1_87,phe,1.938896021,5.974437313,1.261666667,4.712770646,1.019735423,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,184,155,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-4_87,ala,0.111157895,20.77384211,-0.466,21.23984211,0.108586371,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,183,162,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-4_87,val,-0.878808729,21.03714206,-0.053166667,21.09030873,0.405070776,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,183,162,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-4_87,leu,-1.148795892,18.76346256,-0.767,19.53046256,0.315976792,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,183,162,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-4_87,ile,-0.253802311,19.70080231,0.934166667,18.76663564,0.372943695,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,183,162,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-4_87,nle,-3.352256739,19.09192341,-2.433166667,21.52509007,0.140557224,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,183,162,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-4_87,pro,-0.934713483,19.99871348,2.142428571,17.85628491,0.341180304,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,183,162,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-4_87,thr,-0.350603338,1.468270004,-1.586,3.054270004,0.160935805,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,183,162,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-4_87,ser,-1.608379974,15.35637997,-2.365666667,17.72204664,3.631418043,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,183,162,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-4_87,glu,-1.467666239,22.27066624,0.0335,22.23716624,0.155791527,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,183,162,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-4_87,phe,-0.341114249,10.95244758,0.230666667,10.72178092,0.138218426,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,183,162,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-3_87,ala,-0.37429646,21.14996313,0.0588,21.09116313,0.116500358,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,181,154,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-3_87,val,-0.080070796,20.8970708,0.5586,20.3384708,0.313028753,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,181,154,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-3_87,leu,-1.595921053,19.69225439,0.437666667,19.25458772,0.266571441,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,181,154,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
hake,045422-3_87,ile,0.667429204,20.5595708,2.494,18.0655708,0.201218786,16-Jun-87,1987,10.6,9.8,8.9,8.3,11,1980,181,154,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point, 47.7500, -122.8333 50-0m",47.75,-122.8333,
